0 1.2015293836593628
3200 0.8036097288131714
6400 0.8209284543991089
9600 0.8103379011154175
12800 0.7069135308265686
16000 0.7273385524749756
19200 0.6868667602539062
22400 0.6882250905036926
25600 0.7233685851097107
28800 0.7172147631645203
32000 0.7159114480018616
35200 0.7286901473999023
38400 0.728481113910675
41600 0.6617735028266907
44800 0.7017018795013428
48000 0.6712474822998047
51200 0.6796497106552124
54400 0.6787483096122742
57600 0.6522820591926575
60000 0.6384084224700928
63200 0.6498153805732727
66400 0.6276413798332214
69600 0.6077896952629089
72800 0.658795177936554
76000 0.589748203754425
79200 0.6696872711181641
82400 0.6313568949699402
85600 0.6209489107131958
88800 0.6781006455421448
92000 0.5840131044387817
95200 0.6297656893730164
98400 0.6251397132873535
101600 0.6228018999099731
104800 0.6679313778877258
108000 0.583550751209259
111200 0.6659318208694458
114400 0.6122397184371948
117600 0.6157465577125549
120000 0.6203160881996155
123200 0.6022635102272034
126400 0.6139358282089233
129600 0.565928041934967
132800 0.6089523434638977
136000 0.6399345993995667
139200 0.6129412651062012
142400 0.5985063314437866
145600 0.632692277431488
148800 0.6186063885688782
152000 0.5897535085678101
155200 0.6558046936988831
158400 0.5878307223320007
161600 0.611666738986969
164800 0.6140806078910828
168000 0.6402143239974976
171200 0.626082718372345
174400 0.575731098651886
177600 0.6599439978599548
180000 0.6105477213859558
183200 0.6009552478790283
186400 0.5794962048530579
189600 0.5935357213020325
192800 0.6197872161865234
196000 0.5887857675552368
199200 0.6334340572357178
202400 0.5924289226531982
205600 0.6278051137924194
208800 0.6235635876655579
212000 0.5387980341911316
215200 0.5872218608856201
218400 0.5731292963027954
221600 0.575719952583313
224800 0.6274744868278503
228000 0.5765274167060852
231200 0.5569860339164734
234400 0.6085281372070312
237600 0.5756546854972839
240000 0.5503875017166138
243200 0.5920395851135254
246400 0.5431634187698364
249600 0.5685141682624817
252800 0.6301092505455017
256000 0.5688272714614868
259200 0.5745160579681396
262400 0.6062704920768738
265600 0.5945755243301392
268800 0.5670536756515503
272000 0.6108859777450562
275200 0.559319257736206
278400 0.5885049700737
281600 0.5848016142845154
284800 0.5829002261161804
288000 0.5423721075057983
291200 0.594572901725769
294400 0.6164299845695496
297600 0.5867482423782349
